index,genres,keywords,production_companies,title,cast,director,document
1768,['drama'],"['underdog', 'adoption', 'education', 'adoptivefather', 'childhoodtrauma', 'alienation', 'alien']",newlinecinema,Martian Child,"['johncusack', 'bobbycoleman', 'amandapeet', 'joancusack', 'oliverplatt', 'richardschiff', 'sophieokonedo', 'anjelicahuston', 'tayacalicetto', 'zakludwig']",mennomeyjes,drama underdog adoption education adoptivefather childhoodtrauma alienation alien n e w l i n e c i n e m a
1769,"['family', 'comedy', 'action']","['spy', 'childhero', 'secretagent', 'espionage']",dimensionfilms,Spy Kids: All the Time in the World,"['jessicaalba', 'masoncook', 'rowanblanchard', 'joelmchale', 'jeremypiven', 'alexapenavega', 'darylsabara', 'rickygervais', 'dannytrejo', 'antoniobanderas', 'marcimadison']",robertrodriguez,family comedy action spy childhero secretagent espionage d i m e n s i o n f i l m s
1770,['thriller'],"['bomb', 'sniper', 'tvshow', 'hostagedrama', 'police', 'hostage-taking', 'newyorkcity', 'stockmarket', 'stockfraud', 'womandirector', 'tvstudio']",tristarpictures,Money Monster,"['georgeclooney', 'juliaroberts', ""jacko'connell"", 'caitrionabalfe', 'dominicwest', 'lennyvenito', 'giancarloesposito', 'christopherdenham', 'condolarashad', 'emilymeade', 'chrisbauer', 'dennisboutsikaris', 'olivialuccardi', 'aaronyoo', 'grantrosenmeyer', 'gretalee', 'cenkuygur', 'carseywalkerjr.', 'jimwarden', 'josephd.reitman', 'grizzchapman', 'robertc.kirk', 'genevieveadams', 'daoudheidami', 'anthonydesando', 'ivanmartin', 'johnventimiglia', 'dominiccolón', 'chadjennings', 'cliffmoylan', 'brianedwards', 'jimmygaryjr.', 'frantzyorisma', 'charliethurston', 'patriciadunnock', 'sahrngaujah', 'vernoncampbell', 'danielk.isaac', 'darriingolfsson', 'makhaolandebele', 'jamargreene', 'robfalcone', 'bobbykruger', 'davidhealy', 'mattwalton', 'punbandhu', 'jakechoi', 'nickboraine', 'jeffwitzke', 'bryanburton', 'frankpando', 'shaunamitchell', 'patkiernan']",jodiefoster,thriller bomb sniper tvshow hostagedrama police hostage-taking newyorkcity stockmarket stockfraud womandirector tvstudio t r i s t a r p i c t u r e s
1771,"['thriller', 'action', 'comedy', 'crime']","['chemical', 'laxative', 'skinheads']",filmcouncil,The 51st State,"['samuell.jackson', 'robertcarlyle', 'emilymortimer', 'meatloaf', 'rhysifans', 'seanpertwee', 'rickytomlinson', 'michaelstarke', 'annakeaveney', 'paulbarber', 'stephenwalters', 'nigelwhitmey', 'macmcdonald', 'michaelj.reynolds', 'junixinocian', 'jakeabraham', 'aaronswartz', 'davidwebber', 'nickbartlett', 'angusmacinnes', 'robertfyfe', 'robertjezek', 'joancampion', ""terryo'neill"", 'marcanwar', 'paulbroughton']",ronnyyu,thriller action comedy crime chemical laxative skinheads f i l m c o u n c i l
1772,"['comedy', 'drama']",['independentfilm'],metro-goldwyn-mayer(mgm),Flawless,"['robertdeniro', 'philipseymourhoffman', 'barrymiller', 'chrisbauer', 'skippsudduth']",joelschumacher,comedy drama independentfilm m e t r o - g o l d w y n - m a y e r ( m g m )
1773,"['mystery', 'thriller', 'crime']","['fbi', 'island', 'serialkiller', 'seriesofmurders']",avenuepicturesproductions,Mindhunters,"['llcoolj', 'jonnyleemiller', 'kathrynmorris', 'patriciavelásquez', 'cliftoncollinsjr', 'eionbailey', 'willkemp', 'valkilmer', 'christianslater', 'cassandrabell', 'daniëlboissevain', 'antoniekamerling', 'jasminesendar', 'trevorwhite']",rennyharlin,mystery thriller crime fbi island serialkiller seriesofmurders a v e n u e p i c t u r e s p r o d u c t i o n s
1774,"['comedy', 'drama']","['filmproducer', 'midlifecrisis', 'independentfilm', 'divorce']",2929productions,What Just Happened,"['brucewillis', 'robertdeniro', 'seanpenn', 'robinwright', 'stanleytucci', 'johnturturro', 'kristenstewart', 'lilyrabe', 'marinhinkle', 'catherinekeener', 'michaelwincott', 'jasonkravits', 'markivanir', 'remyk.selma', 'christopherevanwelch', 'samlevinson']",barrylevinson,comedy drama filmproducer midlifecrisis independentfilm divorce 2 9 2 9 p r o d u c t i o n s
1776,"['comedy', 'drama', 'music']","['fictionalplace', 'opera', 'musical']",waltdefaria,The Magic Flute,"['josephkaiser', 'amycarson', 'renépape', 'lyubovpetrova', 'benjaminjaydavis', 'silviamoi', 'tomrandle', 'jimmyyuill', 'michellewhitney', 'christopherstone']",kennethbranagh,comedy drama music fictionalplace opera musical w a l t d e f a r i a
1777,"['action', 'adventure', 'comedy', 'family']","['securityguard', 'duringcreditsstinger']",columbiapictures,Paul Blart: Mall Cop,"['kevinjames', ""keiro'donnell"", 'jaymamays', 'rainirodriguez', 'shirleyknight', 'stephenrannazzisi', 'petergerety', 'bobbycannavale', 'adamferrara', 'jamalmixon', 'adhirkalyan', 'erickavari', 'garyvalentine', 'allencovert', 'mikevallely', 'mikeescamilla', 'jasonellis', 'jasonpackham', 'rickthorne', 'victort.lopez', 'nataschahopkins', 'jackiesandler', 'mookiebarker', 'jackieflynn', 'richieminervini', 'briehillarbaugh', 'steffianadelacruz', 'dylanclarkmarshall', 'berniemcinerney', 'tylerspindel', 'basrutten', 'teresazantua', 'dahliasalem', 'zeleavradopoulos', 'mariaarcé', 'robertharvey', 'billyconcha', 'michaelburton', 'carlrandall', 'carlaantonino', 'rubywendell', 'lindsaymacdonald', 'donnagleereim', 'cindialex', 'dalef.appel', 'joelarsenault', 'stephanieatkinson', 'amberbaldinelli', 'ellenbecker-gray', 'williambornkessel', 'brianbradbury', 'jodiebrunelle', 'mikeburton', 'katelyncahill', 'patrickcanty', 'giocastellano', 'chemiche-mponda', 'desireeaprilconnolly', 'jeffreycorazzini', 'd.w.cormier', 'benjamincrocker', 'dianecurran', 'nicholasdavis', 'kevindecoste', 'michaeldemello', 'hannahdepew', 'vincentj.earnshaw', 'suzanneengland', 'susanfarese', 'keithfluker', 'shawnfogarty', 'andyforgit', 'victorfranko', 'sarigagnon', 'davidj.garfield', 'suzannegillies', 'albertgornie', 'robw.gray', 'danegrigas', 'sophyagudelman', 'teresahaney', 'codyharter', 'patrickmelhayes', 'mattheron-duranti', 'markhetherington', 'louisholmes', 'frankieimbergamo', 'haythamkandil', 'renknopf', ""lynnl'heureux"", 'danmarshall', 'andrewjmcguinness', 'toddmello', 'jasonmulcahy', 'ronmurphy', 'scottneufville', 'chrispalermo', 'aaronj.patton', 'alanresnic', 'brieannrich', 'michaelrich', 'nicholasrich', 'bradleyrobinson', 'jessicarockwood', 'garyroscoe', 'ericryan', 'jonathansawicki', 'stevescarfo', 'catesmit', 'gustinsmith', 'ylianalfarosnyder', 'jonrobertstafford', 'vyvianb.stevens', 'stream', 'davidstruffolino', 'georgej.vezina', 'donaldwarnock', 'jonwarnock', 'mikewendt', 'g.a.west', 'kentr.williams', 'darrylwooten']",stevecarr,action adventure comedy family securityguard duringcreditsstinger c o l u m b i a p i c t u r e s
1778,['comedy'],"['singleparent', 'brothersisterrelationship', 'mistakeinperson', 'bride', 'talkshow', 'bodyexchange', 'motherlylove', 'highschool', 'motherdaughterrelationship', 'wedding', 'psychiatrist', 'body-swap', 'musicband', 'teencomedy', 'childasanadult', 'adultasachild']",waltdisneypictures,Freaky Friday,"['jamieleecurtis', 'lindsaylohan', 'markharmon', 'haroldgould', 'haleyhudson', 'chadmichaelmurray', 'dinaspybey-waters', 'stephentobolowsky', 'christinavidal', 'ryanmalgarini', 'rosalindchao', 'lucillesoong', 'williegarson', 'juliegonzalo', 'christinamariewalter', 'luelrod', 'heatherhach', 'lornascott', 'chriscarlberg', 'dannyrubin', 'haydentank', 'caydenboyd', 'marcmcclure', 'chrisheuisler', 'jeffreymarcus', 'jacquelineheinze', 'maryellentrainor', 'ericagimpel', 'williamcaploe', 'danielraymont', 'veronicabrooks', 'leeburns', 'amirderakh', 'zoewaters']",markwaters,comedy singleparent brothersisterrelationship mistakeinperson bride talkshow bodyexchange motherlylove highschool motherdaughterrelationship wedding psychiatrist body-swap musicband teencomedy childasanadult adultasachild w a l t d i s n e y p i c t u r e s
1779,"['comedy', 'romance']","['firsttime', 'virgin']",universalpictures,The 40 Year Old Virgin,"['stevecarell', 'catherinekeener', 'paulrudd', 'romanymalco', 'sethrogen', 'janelynch', 'lesliemann', 'elizabethbanks', 'katdennings', 'mindykaling', 'marilyndoddsfrank', 'gerrybednob', 'shelleymalil', 'jordanmasterson', 'chelseasmith', 'ericavittinaphillips', 'marikadominczyk', 'mocollins', 'leeweaver', 'stormydaniels', 'kevinhart', 'jonahhill', 'gillianvigman', 'kimberlypage', 'sienagoines', 'charliehartsock', 'nancycarell', 'cedricyarbrough', 'davidkoechner', 'jeffkahn', 'nicklashaway', 'lorenberman', 'mikimia', 'jazzmun', 'shannonbradley', 'briannabrown', 'lizcarey', 'elizabethdecicco', 'hilaryshepard', 'barretswatek', 'carlagallo', 'michaelbierman', 'marisaguterman', 'waynefederman', 'ronmarasco', 'kateluyben', 'joenunez', 'roseabdoo', 'stevebannos', 'brookehamlin', 'miyokoshimosawa', 'annchristine', 'brandonkillham', 'nicolerandalljohnson', 'suzynakamura', 'jennafischer', 'stephanielemelin', 'jamieellemann', 'leahmccormick', 'samanthaj.reese', 'brittneyskye', 'phyllissmith', 'christophert.wood', 'wyattsmith', 'kiraturnage', 'pennyvital', 'christanicolewells']",juddapatow,comedy romance firsttime virgin u n i v e r s a l p i c t u r e s
1780,"['romance', 'history']","['shakespeare', ""loveofone'slife"", 'oscaraward', 'theatreplay', 'theatregroup', ""writer'sblock"", 'theatremilieu', 'author', 'speculative', 'falsehistory']",miramaxfilms,Shakespeare in Love,"['josephfiennes', 'gwynethpaltrow', 'geoffreyrush', 'tomwilkinson', 'judidench', 'imeldastaunton', 'colinfirth', 'benaffleck', 'simoncallow', 'stevenbeard', 'jimcarter', 'ruperteverett', 'martinclunes', 'timmcmullan', 'joeroberts']",johnmadden,romance history shakespeare loveofone'slife oscaraward theatreplay theatregroup writer'sblock theatremilieu author speculative falsehistory m i r a m a x f i l m s
1781,"['crime', 'drama', 'mystery', 'thriller']","['basedonnovel', 'murder', 'mafia', 'privateinvestigator', 'newyorkcity', 'alcoholic', 'kingpin', 'wifemurder', 'mattscudder']",doublefeaturefilms,A Walk Among the Tombstones,"['liamneeson', 'danstevens', 'davidharbour', 'boydholbrook', 'adamdavidthompson', 'razanejammal', 'astro', 'ólafurdarriólafsson', 'marinasquerciati', 'sebastianroché', 'markconsuelos', 'whitneyable', 'mauricecompte', 'marielleheller', 'annikapeterson', 'frankdejulio', 'laurabirn', 'toshikoonizawa', 'patrickmcdade', 'lucianoacunajr.', 'hansmarrero', 'kimrosen', 'ericnelsen', 'jongoracy', 'stephanieandujar', 'alnazemian', 'sophiafrank', 'sushambedi', 'purvabedi', 'novellanelson', 'natiadune', 'genevieveadams', 'lianadelaurent', 'danielleroserussell', 'davidanzuelo', 'samuelmercedes', 'mikefigueroa', 'mikecarlsen', 'leonaddisonbrown', 'damionlee', 'jollyabraham', 'ninapolan', 'brianamarin', 'arthurgerunda', 'fabriziobrienza', 'dennisjayfunny', 'chinasaogbuagu', 'louiseg.colón']",scottfrank,crime drama mystery thriller basedonnovel murder mafia privateinvestigator newyorkcity alcoholic kingpin wifemurder mattscudder d o u b l e f e a t u r e f i l m s
1782,['comedy'],"['crimefighter', 'cook', 'drugdealer', 'dyinganddeath', 'kindergarten', 'kiss', 'police', 'teacher', 'childreneducation']",imagineentertainment,Kindergarten Cop,"['arnoldschwarzenegger', 'penelopeannmiller', 'pamelareed', 'lindahunt', 'richardtyson', 'alixkoromzay', 'carrollbaker', 'cathymoriarty', 'josephcousins', 'christiancousins', 'parkoverall', 'richardportnow', 'tomkurlander', 'bettylouhenson', 'jaynebrook', 'tomdugan', 'catherinereitman', 'mikohughes', 'adamwylie', 'michaelchapman', 'odetteannable', 'heidiswedberg', 'bobnelson', 'mollycleator', 'eugeneelman', 'susanburns', 'jasonstuart', 'rayglanzmann', 'edcrick', 'angelabassett', 'chimuoilo', 'johnhammil', 'stevepark', 'johnsteinkamp', 'charlieholliday', 'leeforest', 'judywix', 'galenyuen', 'frankieavina', 'terrygolden', 'leedupree', 'debracasey', 'petermarkvasquez', 'jacquesapollobolton', 'leolee', 'kennethchapman', 'rickjones', 'mimij.kauffman', 'tiffanyreaves', 'jasonreitman', 'annemerrem', 'arlenej.phalon', 'justinpage', 'peterrakow', 'sarahrosekarr', 'marissarosen', 'benmccreary', 'robertcave', 'bendiskin', 'tamekarunnels', 'medhagarg', 'brianwagner', 'johnchristiangraas', 'jimmydarrinjacksoniii', 'ianbaumer', 'amywald', 'tiffanymataras', 'krystlemataras', 'jameschance', 'nicolenagorsky', 'rossmalinger', 'amberreaves', 'tinahart', 'emilyannlloyd', 'haleyhileman', 'bethanyallyn', 'zacharymarsh', 'anthonywong', 'remonebradley', 'jaimelucerojr.', 'garyrodriguez', 'thomasrosales,jr.', 'williamrossman', 'robwegner', 'kimdelgado']",ivanreitman,comedy crimefighter cook drugdealer dyinganddeath kindergarten kiss police teacher childreneducation i m a g i n e e n t e r t a i n m e n t
1783,"['action', 'comedy']","['smoking', 'marijuana', 'stoner', 'roach', 'lollipop', 'paintingtoenails', 'radiocallinshow', 'drivingthroughawall', 'seed', ""referencetopandora'sbox""]",columbiapictures,Pineapple Express,"['sethrogen', 'jamesfranco', 'dannymcbride', 'garycole', 'rosieperez', 'amberheard', 'adamcrosby', 'danalee', 'brianscannell', 'craigrobinson', 'edbegleyjr.', 'noradunn', 'joelotruglio', 'arthurnapiontek', 'cleoking', 'billhader', 'jamesremar', 'kenjeong', 'bobbylee', 'conniesawyer', 'davidmcdivitt', 'maelaborde', 'johnroberttramutola', 'andrewheald', 'jeannettaarnette', 'jonathanspencer', 'howards.lefstein', 'robertlongstreet', 'kendallcarlybrowne', 'omarleyva', 'samcarson', 'jackkehler', 'peterlewis', 'stevebannos', 'eddierouse', 'brianscannell', 'troygentile', 'jourdanlee']",davidgordongreen,action comedy smoking marijuana stoner roach lollipop paintingtoenails radiocallinshow drivingthroughawall seed referencetopandora'sbox c o l u m b i a p i c t u r e s
1784,"['drama', 'romance', 'comedy']","['france', 'childabuse', 'slavery', 'leonardodavinci', 'prince', 'fairytale', 'royalty', 'orphan', 'evilstepmother', 'stepsiblings', '16thcentury', 'brigands', 'gypsies', 'classism', 'bandits', 'commoner', 'emotionalabuse']",twentiethcenturyfoxfilmcorporation,Ever After: A Cinderella Story,"['drewbarrymore', 'dougrayscott', 'anjelicahuston', 'megandodds', 'melanielynskey', 'timothywest', 'judyparfitt', 'patrickgodfrey', 'tobyjones', 'leeingleby', 'jeroenkrabbé', 'annamaguire', 'katelansbury', 'matyelokgibbs', 'waltersparrow', 'jeannemoreau', ""richardo'brien"", 'petergunn', 'joergstadler', 'andyhenderson', 'elizabethearl', 'alexpooley', 'janethenfrey', 'ursulajones', 'rupammaxwell']",andytennant,drama romance comedy france childabuse slavery leonardodavinci prince fairytale royalty orphan evilstepmother stepsiblings 16thcentury brigands gypsies classism bandits commoner emotionalabuse t w e n t i e t h c e n t u r y f o x f i l m c o r p o r a t i o n
1785,['western'],"['horse', 'beef', 'ranger']",tigproductions,Open Range,"['kevincostner', 'robertduvall', 'michaelgambon', 'michaeljeter', 'diegoluna', 'jamesrusso', 'abrahambenrubi', 'kimcoates', 'annettebening', 'deanmcdermott', 'herbkohler', 'petermacneill', 'cliffsaunders', 'patriciastutz', 'julianrichings']",kevincostner,western horse beef ranger t i g p r o d u c t i o n s
1786,"['drama', 'horror', 'sciencefiction', 'thriller']","['lifeanddeath', 'afterlife', 'swing', 'memory', 'medicalstudent', 'confetti']",columbiapicturescorporation,Flatliners,"['kiefersutherland', 'juliaroberts', 'kevinbacon', 'williambaldwin', 'oliverplatt', 'kimberlyscott', 'joshuarudoy', 'benjaminmouton', 'aerykegan', 'keshareed', 'hopedavis', 'jimortlieb', 'johnduda', 'meganstewart', 'tressathomas', 'sannavraa', 'bethgrant', 'marilyndoddsfrank', 'patriciabelcher']",joelschumacher,drama horror sciencefiction thriller lifeanddeath afterlife swing memory medicalstudent confetti c o l u m b i a p i c t u r e s c o r p o r a t i o n
1787,"['drama', 'history', 'war']","['netherlands', 'worldwarii', 'panzer', 'britishsoldier']",unitedartists,A Bridge Too Far,"['dirkbogarde', 'jamescaan', 'michaelcaine', 'seanconnery', 'edwardfox', 'elliottgould', 'genehackman', 'anthonyhopkins', 'hardykrüger', 'laurenceolivier', ""ryano'neal"", 'robertredford', 'maximilianschell', 'livullmann', 'johnjudd', 'denholmelliott', 'jeremykemp', 'wolfgangpreiss', 'nicholascampbell', 'colinfarrell', 'walterkohut', 'alunarmstrong', 'hansvonborsody', 'hartmutbecker', 'michaelbyrne', 'garrickhagon', 'johnratzenberger', 'fredwilliams', 'bencross', 'arthurhill', 'edwardkalinski', 'benhoward', 'donalddouglas']",richardattenborough,drama history war netherlands worldwarii panzer britishsoldier u n i t e d a r t i s t s
1788,"['horror', 'thriller']","['hostage', 'menace', 'hitman', 'airplane']",dreamworksskg,Red Eye,"['rachelmcadams', 'cillianmurphy', 'briancox', 'jaymamays', 'jackscalia', 'robertpine', 'terrypress', 'brittanyoaks', 'laurajohnson', 'maxkasch', 'kylegallner', 'angelapaton', 'lorenlester', 'suzieplakson', 'monicamcswain', 'bethtoussaint', 'adamgobble', 'megancrawford', 'carlgilliard', 'marykathleengordon', 'philippavel', 'ambermead', 'deyyoung', 'jeaninejackson']",wescraven,horror thriller hostage menace hitman airplane d r e a m w o r k s s k g
1789,"['horror', 'mystery']","['ambulance', 'premonition', 'hospital']",newlinecinema,Final Destination 2,"['alilarter', 'a.j.cook', 'michaellandes', 'tonytodd', 'keeganconnortracy', ""terrence't.c.'carson"", 'lyndaboyd', 'jameskirk', 'davidpaetkau', 'justinamachado', 'sarahcarter', 'alejandrorae', 'shaunsipos', 'andrewairlie', 'noelfisher']",davidr.ellis,horror mystery ambulance premonition hospital n e w l i n e c i n e m a
1790,"['action', 'adventure', 'comedy']","['prophecy', 'southernusa', 'musicrecord', 'countrymusic', 'mississippi', 'seduction', 'musical', 'fraud']",universalpictures,"O Brother, Where Art Thou?","['georgeclooney', 'johnturturro', 'timblakenelson', 'johngoodman', 'hollyhunter', 'christhomasking', 'charlesdurning', 'delpentecost', 'michaelbadalucco', 'j.r.horne', 'brianreddy', 'wayneduvall', 'edgale', 'raymckinnon', 'danielvonbargen', 'miatate', 'musettavander', 'christytaylor', 'millfordfortenberry', 'frankcollison', 'quinngasaway', 'leeweaver', 'stephenroot']",joelcoen,action adventure comedy prophecy southernusa musicrecord countrymusic mississippi seduction musical fraud u n i v e r s a l p i c t u r e s
